SCENARIO 0,,,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,SCENARIO 2,,,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VOLUME 2010,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,GOVERNMENT,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,,,VOLUME 2010,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,GOVERNMENT,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,
,Taxes on sectors,20,953.7586415,817.023713,601.0994916,298.7794425,896.8485493,712.7427204,2344.190621,2844.096629,4673.635969,2271.675969,1118.452994,909.6129646,2537.578513,6662.566231,6540.029864,10416.53814,1982.061106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxes on sectors,20,953.7586415,817.023713,601.0994916,298.7794425,896.8485493,712.7427204,2344.190621,2844.096629,4673.635969,2271.675969,1118.452994,909.6129646,2537.578513,6662.566231,6540.029864,10416.53814,1982.061106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wages,21,8311.656143,11882.93507,14147.75366,987.0634577,25989.04872,18102.52451,62331.08873,57311.59474,107049.2247,47374.08545,25370.48494,15651.1959,49428.62107,12343.6018,166039.704,275443.5457,44398.72225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wages,21,8311.656143,11882.93507,14147.75366,987.0634577,25989.04872,18102.52451,62331.08873,57311.59474,107049.2247,47374.08545,25370.48494,15651.1959,49428.62107,12343.6018,166039.704,275443.5457,44398.72225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Employer social contribution,22,2156.846748,3083.581591,3671.29438,256.1396396,6744.070527,4697.544083,16174.70739,14872.16562,27778.91291,12293.41546,6583.555312,4061.432573,12826.56053,3203.123053,43086.74342,71476.67153000001,11521.31874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Employer social contribution,22,2156.846748,3083.581591,3671.29438,256.1396396,6744.070527,4697.544083,16174.70739,14872.16562,27778.91291,12293.41546,6583.555312,4061.432573,12826.56053,3203.123053,43086.74342,71476.67153000001,11521.31874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Labor,23,752.8733314,201.1299091,473.2396701,18.7448784,551.2960010000001,328.2381119,1419.111749,1754.8917,3253.909966,1175.576178,956.9869265,412.4027813,815.1438717,276.4791473,3711.323962,7353.514201,1658.334583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Labor,23,752.8733314,201.1299091,473.2396701,18.7448784,551.2960010000001,328.2381119,1419.111749,1754.8917,3253.909966,1175.576178,956.9869265,412.4027813,815.1438717,276.4791473,3711.323962,7353.514201,1658.334583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investment,24,3070.937274,13689.92719,4501.176989,2594.61708,22737.06686,33946.61803,26233.51674,107839.7979,18119.48455,6142.325906,2160.295571,6444.595255,8206.086826000001,18334.18424,32940.63774,24783.43687,9547.924224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Investment,24,3070.937274,13689.92719,4501.176989,2594.61708,22737.06686,33946.61803,26233.51674,107839.7979,18119.48455,6142.325906,2160.295571,6444.595255,8206.086826000001,18334.18424,32940.63774,24783.43687,9547.924224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Depreciation ratio,25,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depreciation ratio,25,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Capital stock,26,44778.15108000001,199616.4602,65632.85578,37832.79996,331535.2038,494984.6431,382517.8671,1572440.702,264205.0111,89562.88352,31499.84283,93970.35308,119655.129,267335.6042,480316.1776,361373.8678,139220.8161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capital stock,26,44778.15108000001,199616.4602,65632.85578,37832.79996,331535.2038,494984.6431,382517.8671,1572440.702,264205.0111,89562.88352,31499.84283,93970.35308,119655.129,267335.6042,480316.1776,361373.8678,139220.8161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Operating Surplus,27,21417.22456,12347.93598,2276.701915,8745.487427,-2749.990142,1028.098396,-135.6294419,22899.08896,21419.23464,16278.37998,5437.691236,10697.23579,22580.26068,207193.8721,9517.556413,1321.863021,10343.53654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gross Operating Surplus,27,21417.22456,12347.93598,2276.701915,8745.487427,-2749.990142,1028.098396,-135.6294419,22899.08896,21419.23464,16278.37998,5437.691236,10697.23579,22580.26068,207193.8721,9517.556413,1321.863021,10343.53654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Operating Surplus,28,19717.7251,4771.739575,-214.3121309,7309.590193,-15332.99967,-17758.43289,-14653.62303,-36780.95737,11391.65949,12879.13127,4242.153575,7130.707009,18038.89793,197047.4792,-8712.251364,-12393.63617,5059.582274000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Net Operating Surplus,28,19717.7251,4771.739575,-214.3121309,7309.590193,-15332.99967,-17758.43289,-14653.62303,-36780.95737,11391.65949,12879.13127,4242.153575,7130.707009,18038.89793,197047.4792,-8712.251364,-12393.63617,5059.582274000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMESTIC,cAZ,30,71597.27803,0,0,0,0,0,0,0,0,0,0,0,0,0,14.49427213,153.402466,8.19377639,,1254.500933,2150.972541,13405.77911,-638.7409915,0,14490.07995,280.7241612,30201.75991,0,1.164401698,0,3349.953494,1628.633151,0,5.607250063000001,1818.88686,0,0,0,2.016222382,499.0195193,126.1572732,22690.74044,0,326.6833496,6.329013337,680.9080504,0,0.0262517977,0,75.52574119,36.71803984,0,0.1264171929,41.00736876,0,0,0,0.0454563593,11.25054993,2.844254877,12090.36918,-420.6961695874975,,DOMESTIC,cAZ,30,71597.27803,0,0,0,0,0,0,0,0,0,0,0,0,0,14.49427213,153.402466,8.19377639,,1254.500933,2150.972541,13405.77911,-638.7409915,0,14490.07995,280.7241612,30201.75991,0,1.164401698,0,3349.953494,1628.633151,0,5.607250063000001,1818.88686,0,0,0,2.016222382,499.0195193,126.1572732,22690.74044,0,326.6833496,6.329013337,680.9080504,0,0.0262517977,0,75.52574119,36.71803984,0,0.1264171929,41.00736876,0,0,0,0.0454563593,11.25054993,2.844254877,12090.36918,-420.6961695874975
COMMODITIES,cDE,31,34.38078846,82787.88602,0,498.3648047,0,0,83.26159293,4.065907655,0,0,0,0,0,0,0.9383750108,5583.138091,14665.8593,,220.3743945,377.8548574,2354.952775,8932.672589,0,1518.982942,22751.64429,3222.622887,996.4238184,1506.19408,1043.622198,13979.99533,3142.308611,3982.435909,1353.003789,1394.90611,870.2770265,590.1139377,1760.306282,3281.281711,6700.208224,5895.691179,38989.26695,6.827000293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2728.23733,-170.6000990250702,,COMMODITIES,cDE,31,34.38078846,82787.88602,0,498.3648047,0,0,83.26159293,4.065907655,0,0,0,0,0,0,0.9383750108,5583.138091,14665.8593,,220.3743945,377.8548574,2354.952775,8932.672589,0,1518.982942,22751.64429,3222.622887,996.4238184,1506.19408,1043.622198,13979.99533,3142.308611,3982.435909,1353.003789,1394.90611,870.2770265,590.1139377,1760.306282,3281.281711,6700.208224,5895.691179,38989.26695,6.827000293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2728.23733,-170.6000990250702
,cC1,32,9017.197410000002,0,117579.5655,0,0,1.026793188,9700.431454,0,0,0,0,0,0,0,2.985971685,34.73907448,0,,4047.167639,6939.290541,43248.62099,10902.16472,0,6570.410949,69.99527542,25166.89759,85.49503971,436.6900349,728.4544748,7186.451449,429.5781891,1582.407832,249.1718797,15352.05414,128.84767,50.34753409000001,89.58618103,1450.058717,4651.579046,860.5533613,97807.6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38883.57764000001,-306.5827596871932,,,cC1,32,9017.197410000002,0,117579.5655,0,0,1.026793188,9700.431454,0,0,0,0,0,0,0,2.985971685,34.73907448,0,,4047.167639,6939.290541,43248.62099,10902.16472,0,6570.410949,69.99527542,25166.89759,85.49503971,436.6900349,728.4544748,7186.451449,429.5781891,1582.407832,249.1718797,15352.05414,128.84767,50.34753409000001,89.58618103,1450.058717,4651.579046,860.5533613,97807.6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38883.57764000001,-306.5827596871932
,cC2,33,0,47.01124288,0,61933.28687,0,0,1337.653357,0,0,0,0,0,0,0,0,1.761971148,0,,534.7804117,916.9367281,5714.741124,23092.87941,0,2935.119538,3373.719197,803.8413071,9507.705382,483.015779,421.4366525,8021.027055,2482.96452,6708.541346,7605.101534,693.9720134,490.253902,261.1939111,213.4301641,2759.284758,1175.861219,949.653686,31035.93791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13848.50669,-191.5154502483108,,,cC2,33,0,47.01124288,0,61933.28687,0,0,1337.653357,0,0,0,0,0,0,0,0,1.761971148,0,,534.7804117,916.9367281,5714.741124,23092.87941,0,2935.119538,3373.719197,803.8413071,9507.705382,483.015779,421.4366525,8021.027055,2482.96452,6708.541346,7605.101534,693.9720134,490.253902,261.1939111,213.4301641,2759.284758,1175.861219,949.653686,31035.93791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13848.50669,-191.5154502483108
,cC3,34,0,0,0,0,128603.3916,711.099688,62061.87567,0,0,0,0,0,0,0,57.67851336,193.8565111,0,,2217.104525,3801.456681,23692.30086,4295.527523,0,2389.201043,2214.936237,1873.492541,486.5902966,26667.43518,14759.86103,25116.80388,12813.75049,2467.956567,1223.839774,427.2505102,1305.615377,135.8660679,153.7057688,3746.992458,3509.770869,840.4883496,20700.42991,2075.663449,479.636988,444.6529725,376.1074533,97.68399565,5353.542068,2963.072241,5042.249668000001,2572.386576,495.4473204,245.6883338,85.77141236999999,262.104953,27.27539057,30.85674696,752.2163871,704.593669,168.7297524,83234.09148,-611.4656768808712,,,cC3,34,0,0,0,0,128603.3916,711.099688,62061.87567,0,0,0,0,0,0,0,57.67851336,193.8565111,0,,2217.104525,3801.456681,23692.30086,4295.527523,0,2389.201043,2214.936237,1873.492541,486.5902966,26667.43518,14759.86103,25116.80388,12813.75049,2467.956567,1223.839774,427.2505102,1305.615377,135.8660679,153.7057688,3746.992458,3509.770869,840.4883496,20700.42991,2075.663449,479.636988,444.6529725,376.1074533,97.68399565,5353.542068,2963.072241,5042.249668000001,2572.386576,495.4473204,245.6883338,85.77141236999999,262.104953,27.27539057,30.85674696,752.2163871,704.593669,168.7297524,83234.09148,-611.4656768808712
,cC4,35,0,0,0,0,0,148689.606,180.3369037,0,0,0,0,0,0,0,4.822707174,0,0,,1022.791534,1753.682637,10929.69883,6554.726427,0,121.984999,60.5475999,140.9054217,49.0726314,255.8585381,27348.32169,313.9657663,47.35796043,3275.174314,1148.789092,16.01850998,73.44693296,3.799339149,20.84556157,834.3209834,1390.575437,225.3137155,50297.68910000001,66.94144955,10.21046217,5.067991828,11.79415083,4.107507075,21.41602611,2289.125763,26.27975247,3.963984648,274.1406214,96.15663939,1.340791011,6.147699606,0.3180145834,1.744827803,69.83483957999999,116.3947863,18.85934489,80730.70715,-242.8744039667183,,,cC4,35,0,0,0,0,0,148689.606,180.3369037,0,0,0,0,0,0,0,4.822707174,0,0,,1022.791534,1753.682637,10929.69883,6554.726427,0,121.984999,60.5475999,140.9054217,49.0726314,255.8585381,27348.32169,313.9657663,47.35796043,3275.174314,1148.789092,16.01850998,73.44693296,3.799339149,20.84556157,834.3209834,1390.575437,225.3137155,50297.68910000001,66.94144955,10.21046217,5.067991828,11.79415083,4.107507075,21.41602611,2289.125763,26.27975247,3.963984648,274.1406214,96.15663939,1.340791011,6.147699606,0.3180145834,1.744827803,69.83483957999999,116.3947863,18.85934489,80730.70715,-242.8744039667183
,cC5,36,0,7.594804813,0,4703.763253,0,0,283201.7515,17.28975957,0,0,0,0,0,0,116.6125018,617.8928161,664.3471996,,4150.275546,7116.07979,44350.44706,9502.756025,0,3472.35213,1293.582168,4586.720109,1090.007504,11132.26281,12080.67238,66189.74206,21037.50468,6716.50579,1713.484685,1022.976795,1153.197049,2335.422749,561.6717193,10421.21237,5894.21822,4165.350506,55447.19027,14938.45114,53.2162792,19.82507166,70.29476527,16.70514438,170.6098873,185.1449422,1014.405124,322.4148015,102.9352537,26.26037797,15.67785084,17.67356933,35.7920235,8.608020705,159.712531,90.3331087,63.83697481,127944.6821,-1121.842769721427,,,cC5,36,0,7.594804813,0,4703.763253,0,0,283201.7515,17.28975957,0,0,0,0,0,0,116.6125018,617.8928161,664.3471996,,4150.275546,7116.07979,44350.44706,9502.756025,0,3472.35213,1293.582168,4586.720109,1090.007504,11132.26281,12080.67238,66189.74206,21037.50468,6716.50579,1713.484685,1022.976795,1153.197049,2335.422749,561.6717193,10421.21237,5894.21822,4165.350506,55447.19027,14938.45114,53.2162792,19.82507166,70.29476527,16.70514438,170.6098873,185.1449422,1014.405124,322.4148015,102.9352537,26.26037797,15.67785084,17.67356933,35.7920235,8.608020705,159.712531,90.3331087,63.83697481,127944.6821,-1121.842769721427
,cFZ,37,0.893976096,118.3293801,0,0,0,0,0,220109.3662,0,0,0,0,0,0,75.97746844,661.990108,181.9272033,,0,0,0,19535.25636,0,278.1769291,3617.872634,205.6973078,401.7048499,374.2496635,283.5671469,1950.335005,31942.48288,867.2579727,648.0384168,143.3017223,1064.673232,976.9437561,3796.300294,2600.91131,5097.938841,1896.821432,12060.86009,0,855.0801406,11120.87566,632.2870967,1234.789099,1150.395383,871.6489776,5995.079232,98187.08849,2665.839585,1991.986835,440.4910835,3272.668729,3002.999591,11669.33937,7994.86721,15670.40903,5830.585384,0,-109.8236649953343,,,cFZ,37,0.893976096,118.3293801,0,0,0,0,0,220109.3662,0,0,0,0,0,0,75.97746844,661.990108,181.9272033,,0,0,0,19535.25636,0,278.1769291,3617.872634,205.6973078,401.7048499,374.2496635,283.5671469,1950.335005,31942.48288,867.2579727,648.0384168,143.3017223,1064.673232,976.9437561,3796.300294,2600.91131,5097.938841,1896.821432,12060.86009,0,855.0801406,11120.87566,632.2870967,1234.789099,1150.395383,871.6489776,5995.079232,98187.08849,2665.839585,1991.986835,440.4910835,3272.668729,3002.999591,11669.33937,7994.86721,15670.40903,5830.585384,0,-109.8236649953343
,cGZ,38,0,0,0,0,0,0,0,0,42203.85047,0,0,0,0,0,0,0,0,,0,0,0,985.9557319,22333.93738,212.699983,27.34022807,60.22002142,28.48025486,30.013294,111.4888363,293.897972,60.51028724,805.2776265,819.2226002,44.47025027,5.918243108,62.55737495,29.71674615,169.0120532,298.5695087,216.9599501,17580.01853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5049363907840833,,,cGZ,38,0,0,0,0,0,0,0,0,42203.85047,0,0,0,0,0,0,0,0,,0,0,0,985.9557319,22333.93738,212.699983,27.34022807,60.22002142,28.48025486,30.013294,111.4888363,293.897972,60.51028724,805.2776265,819.2226002,44.47025027,5.918243108,62.55737495,29.71674615,169.0120532,298.5695087,216.9599501,17580.01853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5049363907840833
,cHZ,39,0,0,0,0,0,0,0,0,0,151685.7005,0,0,0,0,0,335.8494001,42.88871106,,0,0,0,-2703.882309,36092.05989,40.59508516,983.5385399,1261.145311,858.0186444,1116.867203,705.2256053,5542.492342,1113.806588,14122.55525,25379.54218,851.7824068,254.0456092,325.364691,706.7543217,3853.884769,2375.858153,1555.203026,26444.30524,2505.577024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23322.19232,-50.25789207413074,,,cHZ,39,0,0,0,0,0,0,0,0,0,151685.7005,0,0,0,0,0,335.8494001,42.88871106,,0,0,0,-2703.882309,36092.05989,40.59508516,983.5385399,1261.145311,858.0186444,1116.867203,705.2256053,5542.492342,1113.806588,14122.55525,25379.54218,851.7824068,254.0456092,325.364691,706.7543217,3853.884769,2375.858153,1555.203026,26444.30524,2505.577024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23322.19232,-50.25789207413074
,cIZ,40,0,0,0,0,0,0,0,0,0,0,75762.93653000001,0,0,0,2.027358506,914.5662886,4.29824405,,0,0,0,5930.453957,0,30.78195802,174.4395294,379.7683496,89.37048202,502.0825083,409.8239479,1557.137577,208.6353583,4841.16008,1025.892274,1916.491456,262.2919869,485.3293317,704.8632274,4310.951709,2046.294394,1067.524305,62028.8839,572.8966339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3366242605951987,,,cIZ,40,0,0,0,0,0,0,0,0,0,0,75762.93653000001,0,0,0,2.027358506,914.5662886,4.29824405,,0,0,0,5930.453957,0,30.78195802,174.4395294,379.7683496,89.37048202,502.0825083,409.8239479,1557.137577,208.6353583,4841.16008,1025.892274,1916.491456,262.2919869,485.3293317,704.8632274,4310.951709,2046.294394,1067.524305,62028.8839,572.8966339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3366242605951987
,cJZ,41,0,0,0,0,0,0,0,0,0,0,0,61633.35858,0,0,0,1.329329002,0,,0,0,0,4500.011164,0,35.76181361,329.1031352,278.1199051,46.84616134,504.4833349,320.1753533,1510.649126,534.1223791,5373.372164000001,339.7642598,536.6442425,9194.265409,4462.715067,659.5192017,8665.823111,3014.351327,1507.760155,25850.34479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970.962288,-0.08415606520768681,,,cJZ,41,0,0,0,0,0,0,0,0,0,0,0,61633.35858,0,0,0,1.329329002,0,,0,0,0,4500.011164,0,35.76181361,329.1031352,278.1199051,46.84616134,504.4833349,320.1753533,1510.649126,534.1223791,5373.372164000001,339.7642598,536.6442425,9194.265409,4462.715067,659.5192017,8665.823111,3014.351327,1507.760155,25850.34479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970.962288,-0.08415606520768681
,cKZ,42,0,0,0.8590636356,0,0,0,0,0,0,0,0,0,164626.3326,0,0,89.50019189,0,,0,0,0,8848.328607,0,2206.134801,1641.528423,2981.984313,1126.520438,2835.496021,1380.635431,6467.695581,6093.174254,15590.70891,4746.677253,1582.061886,3350.575325,37555.84104,4096.815571,13116.34476,3050.506086,2683.895691,57894.98259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5163.442064,0,,,cKZ,42,0,0,0.8590636356,0,0,0,0,0,0,0,0,0,164626.3326,0,0,89.50019189,0,,0,0,0,8848.328607,0,2206.134801,1641.528423,2981.984313,1126.520438,2835.496021,1380.635431,6467.695581,6093.174254,15590.70891,4746.677253,1582.061886,3350.575325,37555.84104,4096.815571,13116.34476,3050.506086,2683.895691,57894.98259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5163.442064,0
,cLZ,43,1.006033937,2.097034565,0,0,0,0,0,0,0,0,0,0,0,270314.9564,38.22400722,2446.167011,207.2905004,,0,0,0,4325.40045,0,18.41822628,241.2318699,591.1970445,119.1804,851.6047035,584.0155998,2963.785819,217.4999236,14196.09254,1374.804241,2056.115775,911.8673969,3429.350015,13169.82109,10257.33046,3743.37864,2188.156545,183118.578,16537.96644,6.719883655,88.01336652,215.6980426,43.48292881,310.7076893,213.0778949,1081.336258,79.35477389,5179.439583,501.5968643,750.1731483,332.6945127,1251.197198,4805.00479,3742.383564,1365.770436,798.3481786,0,-0.2524681954599883,,,cLZ,43,1.006033937,2.097034565,0,0,0,0,0,0,0,0,0,0,0,270314.9564,38.22400722,2446.167011,207.2905004,,0,0,0,4325.40045,0,18.41822628,241.2318699,591.1970445,119.1804,851.6047035,584.0155998,2963.785819,217.4999236,14196.09254,1374.804241,2056.115775,911.8673969,3429.350015,13169.82109,10257.33046,3743.37864,2188.156545,183118.578,16537.96644,6.719883655,88.01336652,215.6980426,43.48292881,310.7076893,213.0778949,1081.336258,79.35477389,5179.439583,501.5968643,750.1731483,332.6945127,1251.197198,4805.00479,3742.383564,1365.770436,798.3481786,0,-0.2524681954599883
,cMN,44,0.9526521602,64.53728265,0,0,0,0,92.92608161,0,0,0,0,0,0,0,125739.8557,707.3279379,126.4445693,,0,0,0,3331.786959,0,1173.995897,2755.604225,2708.594114,821.2804512,6782.988853,6285.514086,11806.1586,3628.398528,6032.049935,2612.093632,430.135222,2621.495891,6342.035282,1588.383696,23203.82983,3021.838209,1138.440321,4146.375068,11391.22647,375.7104471,881.8678992,866.8233919,262.8319624,2170.739933,2011.534549,3778.290143,1161.185688,1930.419164,835.940627,137.6549075,838.9496043,2029.622861,508.3257531,7425.853277,967.0699765,364.3317009,5031.542776,-5.301832103291762,,,cMN,44,0.9526521602,64.53728265,0,0,0,0,92.92608161,0,0,0,0,0,0,0,125739.8557,707.3279379,126.4445693,,0,0,0,3331.786959,0,1173.995897,2755.604225,2708.594114,821.2804512,6782.988853,6285.514086,11806.1586,3628.398528,6032.049935,2612.093632,430.135222,2621.495891,6342.035282,1588.383696,23203.82983,3021.838209,1138.440321,4146.375068,11391.22647,375.7104471,881.8678992,866.8233919,262.8319624,2170.739933,2011.534549,3778.290143,1161.185688,1930.419164,835.940627,137.6549075,838.9496043,2029.622861,508.3257531,7425.853277,967.0699765,364.3317009,5031.542776,-5.301832103291762
,cOQ,45,1.325452637,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55377288,426213.6824,599.0316099,,0,0,0,851.9707926,0,299.9478905,286.5544422,320.6786274,102.5842791,521.9469278,565.9863868,1068.678021,330.23859,931.6861877,775.8404539,197.6945058,310.4507246,584.315168,116.9704116,1360.729781,3376.143578,543.0687997,60277.88617,355183.7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.4418980000001,0,,,cOQ,45,1.325452637,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55377288,426213.6824,599.0316099,,0,0,0,851.9707926,0,299.9478905,286.5544422,320.6786274,102.5842791,521.9469278,565.9863868,1068.678021,330.23859,931.6861877,775.8404539,197.6945058,310.4507246,584.315168,116.9704116,1360.729781,3376.143578,543.0687997,60277.88617,355183.7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.4418980000001,0
,cRU,46,0.9338164053,100.5603236,0,0,0,0,3331.569907,367.6672743,268710.2944,19.85354476,6.711561553,233.5696016,0,0,294903.7687,4173.6843,98484.55853,,0,0,0,26436.60674,235374.1124,1701.918585,4529.177416000001,11264.35944,3752.495435,11822.39368,9341.410028,35233.58148,18336.35578,45755.38548,11227.79678,5028.796173,4705.325817,16129.56919,11556.1125,84778.7343,18441.72324,15530.92133,74631.89225999999,21047.77038,179.2491152,477.0210816,1186.382521,395.2195436,1245.155687,983.8540436,3710.863939,1931.217849,4819.039191,1182.531677,529.6418243000001,495.5733468,1698.795131,1217.110477,8929.048217,1942.315338,1635.744465,24067.46941,-46.2858358220102,,,cRU,46,0.9338164053,100.5603236,0,0,0,0,3331.569907,367.6672743,268710.2944,19.85354476,6.711561553,233.5696016,0,0,294903.7687,4173.6843,98484.55853,,0,0,0,26436.60674,235374.1124,1701.918585,4529.177416000001,11264.35944,3752.495435,11822.39368,9341.410028,35233.58148,18336.35578,45755.38548,11227.79678,5028.796173,4705.325817,16129.56919,11556.1125,84778.7343,18441.72324,15530.92133,74631.89225999999,21047.77038,179.2491152,477.0210816,1186.382521,395.2195436,1245.155687,983.8540436,3710.863939,1931.217849,4819.039191,1182.531677,529.6418243000001,495.5733468,1698.795131,1217.110477,8929.048217,1942.315338,1635.744465,24067.46941,-46.2858358220102
,Total,47,80653.96816,83128.01609,117580.4246,67135.41493,128603.3916,149401.7324,359989.8064,220498.3892,310914.1448,151705.5541,75769.64809,61866.92818,164626.3326,270314.9564,420975.9393,442128.8879,114984.8396,,,,,,293800.1096,37496.56272,44631.53937,86048.0042,19561.77607,65824.74701000001,76370.21085,192552.3506,104047.3222,133248.5679,62248.6701,33513.55858,26702.54759,73730.76446,39224.80274,174812.7193,68287.83451,41391.95962,841002.9972,424327.0412,2286.506665,13043.65306,4040.295472,2054.82018,10422.59293,9517.458412,20724.02986,104294.3302,15467.26072,4880.287772,2001.758387,5225.812415000001,8046.00021,18240.98998,29073.96148,20868.13689,8883.280056,420545.2224,-3278.424739,,,Total,47,80653.96816,83128.01609,117580.4246,67135.41493,128603.3916,149401.7324,359989.8064,220498.3892,310914.1448,151705.5541,75769.64809,61866.92818,164626.3326,270314.9564,420975.9393,442128.8879,114984.8396,,,,,,293800.1096,37496.56272,44631.53937,86048.0042,19561.77607,65824.74701000001,76370.21085,192552.3506,104047.3222,133248.5679,62248.6701,33513.55858,26702.54759,73730.76446,39224.80274,174812.7193,68287.83451,41391.95962,841002.9972,424327.0412,2286.506665,13043.65306,4040.295472,2054.82018,10422.59293,9517.458412,20724.02986,104294.3302,15467.26072,4880.287772,2001.758387,5225.812415000001,8046.00021,18240.98998,29073.96148,20868.13689,8883.280056,420545.2224,-3278.424739
,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
