SCENARIO 0,,,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,SCENARIO 2,,,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VOLUME 2010,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,GOVERNMENT,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,,,VOLUME 2010,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,GOVERNMENT,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,
,Total,66,,,,,,,,,,,,,,,,,,565595.4114,,,,,6690.644257,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,245529.034,24386.34988,955.7413453,787.4130666,561.5328052,657.682412,15003.8152,29764.21065,6712.696255,4319.757557,3231.439393,1537.65293,193.1599056,1484.951171,195.047715,113.5468245,4711.114436,4770.35703,809.7949067,0,0,,,Total,66,,,,,,,,,,,,,,,,,,471260.5931,,,,,6690.644257,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,410273.2015,164869.5678,24386.34988,658.2479755,556.2457421,380.7666134,454.5250522,10746.3104,16363.04507,4631.093264,3079.285393,1926.01568,872.358567,135.5081943,1058.271555,138.4865658,78.6457017,3192.046065,3001.860021,551.3666480000001,0,0
,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS,,,,69,PRODUCTION,,,,,,,,,,,,,,,,,IMPORTS,MARGINS PAID,,,TAXES LESS SUBSIDIES,MARGINS SUPPLIED,INTERMEDIARY CONSUMPTION,,,,,,,,,,,,,,,,,FINAL CONSUMPTION,,INVESTMENT,,,,,,,,,,,,,,,,,EXPORTS,STOCKS
VALUES 2020,,70,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,,,VALUES 2020,,70,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,cGZ,cHZ,cRU,,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,HOUSEHOLDS,,sAZ,sDE,sC1,sC2,sC3,sC4,sC5,sFZ,sGZ,sHZ,sIZ,sJZ,sKZ,sLZ,sMN,sOQ,sRU,,
,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,cAZ,72,96312.6234610251,0,0,0,0,0,0,0,0,0,0,0,0,0,19.49768779546902,206.3569223191614,11.02226400144905,13289.98402966984,1971.614343131221,3380.538188847006,21068.95712217929,-878.6796466,0,21157.90703876713,411.2410264617954,44144.9758568614,0,1.667915365504715,0,4812.937328508176,2385.832145882671,0,7.775690194360029,2623.343122241561,0,0,0,2.846193901714703,724.1294322364448,180.5117819731513,41636.90141031023,0,440.7126346090078,8.539174663663432,918.6142804113344,0,0.03539062358959927,0,101.8287749858178,49.54038459605671,0,0.1702322133239829,55.29647505116071,0,0,0,0.06124907224914694,15.17415493659895,3.834252187482791,16263.95871428711,-565.9202819912948,,TOTAL,cAZ,72,97626.23319680068,0,0,0,0,0,0,0,0,0,0,0,0,0,19.76361712827111,209.1714284305488,11.17259687794787,13742.46222239327,1971.614343131221,3380.538188847006,21068.95712217929,-849.0462875,0,21157.90703876713,411.2410264617954,44144.9758568614,0,1.667915365504715,0,4812.937328508176,2385.832145882671,0,7.775690194360029,2623.343122241561,0,0,0,2.846193901714703,724.1294322364448,180.5117819731513,43341.93590064655,0,466.6823116956868,9.042358805210992,972.7450548147418,0,0.03747607111314387,0,107.8291938414334,52.45962876554406,0,0.1802634111244203,58.55490580137401,0,0,0,0.06485826900090778,16.06831560814039,4.060191457906152,16263.95871428711,-565.9202819912948
COMMODITIES,cDE,73,46.24901986085486,111366.2239232756,0,670.4000920582928,0,0,112.0034542058624,5.469456993555178,0,0,0,0,0,0,1.262301607038842,7510.434634596531,19728.50677357288,6678.556445529514,458.3363409076883,785.8654049813394,4897.848685338923,12130.71152,0,2090.92634599962,31875.03388583161,4391.090351697775,2664.940003549209,2064.960548280807,1415.561485656554,24103.49540847017,4615.373114035681,5440.607894339735,1834.589584085181,1891.029259578101,1182.132714472979,801.433727648969,2376.155251927768,4437.046214676839,9161.688068284996,7956.152544979508,52639.8898921376,9.229348325972824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670.023523901183,-229.4911699000062,,COMMODITIES,cDE,73,46.64606885823013,112322.3056756516,0,676.1554937101749,0,0,112.9650066786173,5.516412419528026,0,0,0,0,0,0,1.273138497969012,7574.911904614969,19897.8765005462,6682.997174447665,458.3363409076883,785.8654049813394,4897.848685338923,12388.06561,0,2090.92634599962,31875.03388583161,4391.090351697775,2664.940003549209,2064.960548280807,1415.561485656554,24103.49540847017,4615.373114035681,5440.607894339735,1834.589584085181,1891.029259578101,1182.132714472979,801.433727648969,2376.155251927768,4437.046214676839,9161.688068284996,7956.152544979508,54098.78534475975,9.229348325972824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670.023523901183,-229.4911699000062
,cC1,74,12129.92955387369,0,158167.9742140508,0,0,1.381241694768347,13049.0156562947,0,0,0,0,0,0,0,4.016727653356696,46.73098603135855,0,46802.75069839073,7218.697647089444,12377.20914017978,77140.05112674035,29892.03201,0,9961.988588044074,105.8780733324472,37907.55046770243,130.8134582512289,819.0017254739582,1555.780063404663,13620.91721278855,873.9687892534609,2557.874769673988,382.9527757836826,23176.78588204303,192.9627823979628,79.2222109132806,134.9269816721941,2185.837168344915,7119.693557783269,1306.416228689247,202823.4635202703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52306.16965576626,-412.414978687189,,,cC1,74,12569.51813318087,0,163899.9807249416,0,0,1.431297886409107,13521.91191340982,0,0,0,0,0,0,0,4.162293842057812,48.42451671738013,0,49847.78859438359,7218.697647089444,12377.20914017978,77140.05112674035,31555.20795,0,9961.988588044074,105.8780733324472,37907.55046770243,130.8134582512289,819.0017254739582,1555.780063404663,13620.91721278855,873.9687892534609,2557.874769673988,382.9527757836826,23176.78588204303,192.9627823979628,79.2222109132806,134.9269816721941,2185.837168344915,7119.693557783269,1306.416228689247,214178.0579389677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52306.16965576626,-412.414978687189
,cC2,75,0,63.23950097312064,0,83312.62727001755,0,0,1799.410642783392,0,0,0,0,0,0,0,0,2.370202728351767,0,62193.3334810307,868.9327088312544,1489.875653019864,9285.541085939042,37009.55264,0,4793.281905722992,13046.82060012783,1311.211248304434,55009.39068234948,787.8865311038041,687.4397922978181,13320.01659530618,4050.166377827381,10942.85041387277,12405.30288472202,1131.994487420394,799.6932166907404,426.0547397107563,348.1433857837892,4500.894970136956,1918.043346688776,1549.057757027518,50625.25629475328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18629.00443909162,-257.6264902609965,,,cC2,75,0,49.62598747225843,0,65377.98897488451,0,0,1412.053045880699,0,0,0,0,0,0,0,0,1.859971206026641,0,57527.00761095451,868.9327088312544,1489.875653019864,9285.541085939042,25779.78527,0,4793.281905722992,13046.82060012783,1311.211248304434,55009.39068234948,787.8865311038041,687.4397922978181,13320.01659530618,4050.166377827381,10942.85041387277,12405.30288472202,1131.994487420394,799.6932166907404,426.0547397107563,348.1433857837892,4500.894970136956,1918.043346688776,1549.057757027518,16393.04341440984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18629.00443909162,-257.6264902609965
,cC3,76,0,0,0,0,172997.2195613402,956.5709532457586,83485.60485703485,0,0,0,0,0,0,0,77.58910802699385,260.7756842251711,0,135933.8444066152,5882.496335788091,10086.15279197653,62861.20992216008,12890.297,0,4821.254648529619,4448.147829957064,3405.72888982377,1781.762424545011,65242.74285247335,34228.00296503755,45083.50892940382,25530.61197084988,6191.117896317601,2620.686538217423,924.7096346491312,4617.37360466712,551.7286778654668,404.4634117088637,12641.64189145341,10369.3162365343,2455.68141158273,63673.65638183708,7979.104552099745,1536.939506793684,1412.936043887585,997.2195290629428,756.776216660391,23495.91489345638,11960.09410684829,13050.07682920545,8061.643930439428,2259.431595038253,871.0850317714588,309.5445112459647,1939.900848919633,241.3909357035694,151.1916747547865,5229.023857134163,4081.317232240942,962.1172381292699,111966.4592183558,-822.5433300706059,,,cC3,76,0,0,0,0,161989.6113514945,895.7054761175532,78173.5146786827,0,0,0,0,0,0,0,72.65220495307758,244.1828361800662,0,110609.0932256851,5882.496335788091,10086.15279197653,62861.20992216008,8538.294636,0,4821.254648529619,4448.147829957064,3405.72888982377,1781.762424545011,65242.74285247335,34228.00296503755,45083.50892940382,25530.61197084988,6191.117896317601,2620.686538217423,924.7096346491312,4617.37360466712,551.7286778654668,404.4634117088637,12641.64189145341,10369.3162365343,2455.68141158273,39270.93926531681,7979.104552099745,1106.0501640732,1016.81174587195,717.643615109346,544.6098918322935,16908.70747799967,8607.01673166199,9391.416874795818,5801.518245840498,1625.987669459737,626.8716095721314,222.7620253321622,1396.039103835273,173.7156752027071,108.8042671317037,3763.03860318347,2937.097768063853,692.3824420902324,111966.4592183558,-822.5433300706059
,cC4,77,0,0,0,0,0,200017.185350251,242.5891148623497,0,0,0,0,0,0,0,6.487503336713278,0,0,84957.32457253054,2187.725949184789,3751.084051146015,23378.35711930856,14186.97066,0,272.6045316948416,133.5550316553803,313.4800355327268,141.3749532279357,573.3415685654421,73937.27348244308,687.4143835342582,108.1555369532483,7275.685294446104,3233.171794188436,35.9909615862758,166.1951453335231,8.423906575564835,46.21875727102403,2516.266265707726,4952.258747861062,501.0266169514686,89743.4910274718,246.8156442657443,86.06959426556071,41.55231336256511,98.48165955687465,55.76306400942171,181.5705190608367,27842.90808674981,212.0492947250799,34.96307791297316,2281.903052203474,1254.474426466231,11.43144441014296,53.19588211239048,2.636308758135164,14.46438837615228,1023.159836614318,2210.848818219286,157.3155499048842,108598.907859448,-326.7145296757268,,,cC4,77,0,0,0,0,0,146060.4142425921,177.1481113699394,0,0,0,0,0,0,0,4.737430052786316,0,0,52888.23243223679,2187.725949184789,3751.084051146015,23378.35711930856,590.2705757,0,272.6045316948416,133.5550316553803,313.4800355327268,141.3749532279357,573.3415685654421,73937.27348244308,687.4143835342582,108.1555369532483,7275.685294446104,3233.171794188436,35.9909615862758,166.1951453335231,8.423906575564835,46.21875727102403,2516.266265707726,4952.258747861062,501.0266169514686,8008.131911785319,246.8156442657443,42.61609603989988,20.57401793930775,48.76174794174583,27.61026249859609,89.90197692462369,13786.00718472072,104.9930952560082,17.31145474459913,1129.85079662554,621.1345957456562,5.660111877980658,26.33916007026239,1.305329578561925,7.161829556226616,506.6025723835616,1094.669335226196,77.89248505355414,108598.907859448,-326.7145296757268
,cC5,78,0,10.21652772755014,0,6327.500032860819,0,0,380962.8578300116,23.25817613529111,0,0,0,0,0,0,156.8670805191483,831.1891146829809,893.6795285846299,200174.3947533418,11455.79834042402,19642.15969435569,122418.3242709125,33520.58189,0,12733.31883242062,3517.633850858133,10064.78784139024,5997.881234752381,25588.13065015851,27403.48320508697,175785.3015964613,40704.91299754374,14567.56319252032,5173.549793487887,2213.642945428028,2202.671401907204,3898.57862627357,1075.25448571907,18959.64876154984,15018.62585428702,8023.319662768516,186841.8517209586,41016.6668618093,161.4772824179087,46.48700314200375,137.9848310016415,72.99687677670922,347.8341832073617,373.402473194266,2331.761942727801,572.0248397020308,200.1533285603962,67.30858641145798,30.42793620897473,31.03716545226796,56.58724095113905,15.14393376669066,269.9353431199095,200.5629730661435,112.8562904034133,172111.1239453532,-1509.102346876194,,,cC5,78,0,9.474248301277268,0,5867.777001022292,0,0,353284.0907798254,21.56835880423425,0,0,0,0,0,0,145.4699395738508,770.7992644134916,828.7494519535936,159463.1944793388,11455.79834042402,19642.15969435569,122418.3242709125,20026.24737,0,12733.31883242062,3517.633850858133,10064.78784139024,5997.881234752381,25588.13065015851,27403.48320508697,175785.3015964613,40704.91299754374,14567.56319252032,5173.549793487887,2213.642945428028,2202.671401907204,3898.57862627357,1075.25448571907,18959.64876154984,15018.62585428702,8023.319662768516,106708.4692643301,41016.6668618093,86.01202289951615,24.76163283895458,73.4986015772634,38.882305571822,185.2763514814234,198.8954829539212,1242.029582395977,304.6930990586845,106.6130939507746,35.85239725941931,16.20765662492753,16.53216691844615,30.14159633609161,8.066524023896808,143.7829803105238,106.8312939919119,60.1137057161184,172111.1239453532,-1509.102346876194
,cFZ,79,1.202576208053729,159.1766244552919,0,0,0,0,0,296091.0119661059,0,0,0,0,0,0,102.2048534714356,890.5087702662515,244.7283851384849,0,0,0,0,26278.81733,0,374.203469242976,4866.76050142235,276.7039180235728,540.3731679429676,503.4404646155605,381.4543876477983,2623.589696607295,42969.01238267299,1166.635001636984,871.740961981014,192.7694069512325,1432.197912102177,1314.184264094874,5106.781302968721,3498.744624819645,6857.744840369564,2551.603265009111,16224.26310097321,0,1150.253388208046,14959.79650961633,850.5522939040969,1661.037692876971,1547.511307481422,1172.541779833074,8064.577657514492,132081.223560005,3586.086108765107,2679.619718375393,592.548390513031,4402.392376413118,4039.633584976861,15697.58961837062,10754.6914685001,21079.82657686866,7843.300613840411,0,-147.7347405250447,,,cFZ,79,0.6935823818383429,91.80466199504922,0,0,0,0,0,170769.6426944194,0,0,0,0,0,0,58.94635635764066,513.5983814032881,141.1463948111127,0,0,0,0,14010.40176,0,374.203469242976,4866.76050142235,276.7039180235728,540.3731679429676,503.4404646155605,381.4543876477983,2623.589696607295,42969.01238267299,1166.635001636984,871.740961981014,192.7694069512325,1432.197912102177,1314.184264094874,5106.781302968721,3498.744624819645,6857.744840369564,2551.603265009111,2482.312254581391,0,533.7175720048764,6941.345582625978,394.6562643732674,770.7214894286698,718.0452468038694,544.0593855952325,3741.964033466528,61285.68772035988,1663.943954837981,1243.343549290852,274.9424531574162,2042.710063061988,1874.389983499924,7283.681583100621,4990.176841869841,9781.039532108696,3639.291484433315,0,-147.7347405250447
,cGZ,80,0,0,0,0,0,0,0,0,56772.59905770619,0,0,0,0,0,0,0,0,0,0,0,0,1326.30717,30043.60166370038,286.1239133531527,36.77806145318299,81.00794342028314,38.31162494100253,40.37386843475362,149.9747282538639,395.3514085519271,81.39840886111578,1083.259070105515,1102.017842041421,59.82135895361646,7.961217740895755,84.15215025147055,39.97495242569967,227.3549314297561,401.6355573709761,291.8544189766001,23648.63234600823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6792401865009819,,,cGZ,80,0,0,0,0,0,0,0,0,37208.70999212646,0,0,0,0,0,0,0,0,0,0,0,0,-1505.0586,30043.60166370038,286.1239133531527,36.77806145318299,81.00794342028314,38.31162494100253,40.37386843475362,149.9747282538639,395.3514085519271,81.39840886111578,1083.259070105515,1102.017842041421,59.82135895361646,7.961217740895755,84.15215025147055,39.97495242569967,227.3549314297561,401.6355573709761,291.8544189766001,1253.377514018253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6792401865009819
,cHZ,81,0,0,0,0,0,0,0,0,0,204047.5303045363,0,0,0,0,0,451.7844491816694,57.69387319434016,22882.72465870696,0,0,0,-3478.273457,51512.88492693521,69.85287144026836,1540.346748289665,2044.453830616954,1512.661043306121,1787.65875151222,1156.040872681534,8741.276487053115,1798.205079289303,22085.48971645652,40066.9997968171,1398.091146980424,426.8936768338128,924.6166141853572,1151.245757011318,6984.054646481559,3793.084615309502,2659.982374913357,39561.19600285866,3441.030028580673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31373.0017202227,-67.60689188701289,,,cHZ,81,0,0,0,0,0,0,0,0,0,178457.3343608277,0,0,0,0,0,395.1248436634021,50.45831627423988,20078.40823049926,0,0,0,-6060.487364,51512.88492693521,69.85287144026836,1540.346748289665,2044.453830616954,1512.661043306121,1787.65875151222,1156.040872681534,8741.276487053115,1798.205079289303,22085.48971645652,40066.9997968171,1398.091146980424,426.8936768338128,924.6166141853572,1151.245757011318,6984.054646481559,3793.084615309502,2659.982374913357,8520.574593295824,3441.030028580673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31373.0017202227,-67.60689188701289
,cIZ,82,0,0,0,0,0,0,0,0,0,0,101916.2652428849,0,0,0,2.727201672665196,1230.274125275036,5.781995798547226,0,0,0,0,7977.64377,0,41.40787490739003,234.6559699138548,510.8641984952158,120.2211288370803,675.4011451857999,551.2949747213698,2094.660708309788,280.6561821626538,6512.326176735854,1380.029786121883,2578.063370744234,352.8350527262313,652.8647802142522,948.1816695688014,5799.090134777328,2752.674220077106,1436.033174148771,83441.22434181284,770.6602723436504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4528267911110626,,,cIZ,82,0,0,0,0,0,0,0,0,0,0,31269.32597135353,0,0,0,0.8367433585537766,377.465192116265,1.773996632631576,0,0,0,0,464.4509852,0,41.40787490739003,234.6559699138548,510.8641984952158,120.2211288370803,675.4011451857999,551.2949747213698,2094.660708309788,280.6561821626538,6512.326176735854,1380.029786121883,2578.063370744234,352.8350527262313,652.8647802142522,948.1816695688014,5799.090134777328,2752.674220077106,1436.033174148771,4422.38489052459,770.6602723436504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4528267911110626
,cJZ,83,0,0,0,0,0,0,0,0,0,0,0,82909.16387231948,0,0,0,1.788212725159206,0,2445.935118420793,0,0,0,6241.037044,0,50.30255969795545,462.0525913243241,390.5045265075489,67.28518703079635,708.3384705708092,449.5540587856384,2119.520755855427,749.9542796877038,7544.681825547456,477.0585960334829,753.4951861740596,12909.54815821893,6266.040037919971,926.0223220247632,12167.56930248755,4232.411392768516,2117.026394423673,35210.13479734865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3996.53701967369,-0.1132066978053677,,,cJZ,83,0,0,0,0,0,0,0,0,0,0,0,80238.05759735896,0,0,0,1.730601406846708,0,2413.494392461393,0,0,0,5791.186647,0,50.30255969795545,462.0525913243241,390.5045265075489,67.28518703079635,708.3384705708092,449.5540587856384,2119.520755855427,749.9542796877038,7544.681825547456,477.0585960334829,753.4951861740596,12909.54815821893,6266.040037919971,926.0223220247632,12167.56930248755,4232.411392768516,2117.026394423673,32056.6797768454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3996.53701967369,-0.1132066978053677
,cKZ,84,0,0,1.155611983660962,0,0,0,0,0,0,0,0,0,221455.2621891398,0,0,120.395614454944,0,4184.552296531867,0,0,0,12203.46494,0,3132.849381615761,2260.260866044288,4138.271417558259,1554.275435335305,3910.030601723173,1912.664675734619,8965.116638854231,8400.332156140878,21604.64959796382,6594.159309916442,2190.670993088085,4650.351705522715,51216.24652506635,5678.316854468219,18148.43477623242,4244.476614443013,3714.887320684546,78702.97610884338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6945.859745062416,0,,,cKZ,84,0,0,1.139062778494695,0,0,0,0,0,0,0,0,0,218283.8616269583,0,0,118.6714615578924,0,4152.230897417493,0,0,0,11709.88775,0,3132.849381615761,2260.260866044288,4138.271417558259,1554.275435335305,3910.030601723173,1912.664675734619,8965.116638854231,8400.332156140878,21604.64959796382,6594.159309916442,2190.670993088085,4650.351705522715,51216.24652506635,5678.316854468219,18148.43477623242,4244.476614443013,3714.887320684546,75003.93622521366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6945.859745062416,0
,cLZ,85,1.3533163611914,2.820929873211409,0,0,0,0,0,0,0,0,0,0,0,363627.5474632326,51.41891585901693,3290.582668839311,278.8470799637225,0,0,0,0,5818.526576,0,24.77618899830626,324.5049937099432,795.2779756987434,160.3214159193328,1145.578232021157,785.6174998670135,3986.883237442236,292.5807910870998,19096.57676337063,1849.385993627757,2765.885938026813,1226.643577474611,4613.159966400774,17716.03689854224,13798.1559223794,5035.591118988528,2943.507116664944,246331.0217982775,22246.86438582541,9.039584213828796,118.3955376329884,290.1569015872885,58.49321461235464,417.9638319938722,286.632280292777,1454.613006936077,106.7480031187655,6967.379599289445,674.7478570416062,1009.132552977931,447.5404960583065,1683.109860213459,6463.690097987144,5034.25254356786,1837.233724014589,1073.93758020273,0,-0.339620093305695,,,cLZ,85,1.309979398854588,2.730595836765697,0,0,0,0,0,0,0,0,0,0,0,351983.1798612625,49.77233885893686,3185.209040221517,269.9176192334932,0,0,0,0,5055.230711,0,24.77618899830626,324.5049937099432,795.2779756987434,160.3214159193328,1145.578232021157,785.6174998670135,3986.883237442236,292.5807910870998,19096.57676337063,1849.385993627757,2765.885938026813,1226.643577474611,4613.159966400774,17716.03689854224,13798.1559223794,5035.591118988528,2943.507116664944,233807.2750350694,22246.86438582541,9.039584213828796,118.3955376329884,290.1569015872885,58.49321461235464,417.9638319938722,286.632280292777,1454.613006936077,106.7480031187655,6967.379599289445,674.7478570416062,1009.132552977931,447.5404960583065,1683.109860213459,6463.690097987144,5034.25254356786,1837.233724014589,1073.93758020273,0,-0.339620093305695
,cMN,86,1.2815072206804,86.81552112654989,0,0,0,0,125.0041196023262,0,0,0,0,0,0,0,169145.1924893858,951.4971968390064,170.0931728280536,5086.01170035343,0,0,0,4563.071874,0,1616.320497046712,3748.64243165422,3737.796519279808,1150.285449610484,9724.362203222926,9033.064608958516,16693.11934977723,4929.980797528188,8253.079069982876,3541.862560710839,589.5643596396439,3654.102718468832,8759.020962368146,2186.696070340317,32047.16490785242,4208.810871770294,1552.895321082585,6751.679413489982,15478.00681539484,505.4055100577177,1186.288268152361,1166.050404100765,353.561427596933,2920.07829789688,2705.915293989253,5082.55405712716,1562.02642042109,2596.798917567592,1124.506923869315,185.1733143549723,1128.554597813436,2730.247682549764,683.7995549738588,9989.254203531048,1300.902060522623,490.0988261655223,6768.428886769026,-7.132021958094696,,,cMN,86,1.205836435007938,81.68921469116339,0,0,0,0,117.6228424875018,0,0,0,0,0,0,0,159157.4612560185,895.3129322225274,160.0494650291985,4376.517726084997,0,0,0,3775.817508,0,1616.320497046712,3748.64243165422,3737.796519279808,1150.285449610484,9724.362203222926,9033.064608958516,16693.11934977723,4929.980797528188,8253.079069982876,3541.862560710839,589.5643596396439,3654.102718468832,8759.020962368146,2186.696070340317,32047.16490785242,4208.810871770294,1552.895321082585,2150.759229459066,15478.00681539484,406.8700672801968,955.005787763523,938.7135612684368,284.6299831643266,2350.770678778321,2178.361564197095,4091.643383561843,1257.488852573717,2090.518858481333,905.2695281564339,149.0713444990312,908.5280555990629,2197.950034418305,550.4838498353731,8041.717886408619,1047.274116143072,394.547622491028,6768.428886769026,-7.132021958094696
,cOQ,87,1.782998239853101,0,0,0,0,0,0,0,0,0,0,0,0,0,24.95852622055565,573342.437587442,805.8170292394564,241.1311163208087,0,0,0,1146.574567,0,408.2275918188709,386.2516357396775,434.5824096484184,139.0541467843369,703.470702961105,762.5826727751334,1441.473384358725,446.6796459123286,1256.113982704811,1045.549495999025,268.7804006596801,418.3761660956596,788.782264793161,158.118233165714,1838.055976047734,4604.36860376616,740.2444918534372,81124.20645212226,477885.5786112368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.2049828516748,0,,,cOQ,87,1.758322110087627,0,0,0,0,0,0,0,0,0,0,0,0,0,24.61310812662764,565407.5600049429,794.6647770597308,237.3615535960708,0,0,0,659.9187475,0,408.2275918188709,386.2516357396775,434.5824096484184,139.0541467843369,703.470702961105,762.5826727751334,1441.473384358725,446.6796459123286,1256.113982704811,1045.549495999025,268.7804006596801,418.3761660956596,788.782264793161,158.118233165714,1838.055976047734,4604.36860376616,740.2444918534372,72687.38114411408,477885.5786112368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.2049828516748,0
